# state	action	visits	wins	losses	draws
10m1au61.202OO41c.2.3.L.0.-.-.0.D.Q	0c	1	1	0	0
10m1au61.2OO41c.2.4.D.0.-.-.0.L.P	0h	1	0	1	0
10m231WO.C1000WO7.4.5.D.0.-.-.0.L.J	0k	1	1	0	0
10m231WO.S1000WO7.4.4.L.0.-.-.0.D.K	0Q	1	0	1	0
10m631WO.S1000WO7.3.4.D.0.-.-.0.L.L	0l	1	1	0	0
10m631WO.y1000WO7.3.3.L.0.-.-.0.D.M	0W	1	0	1	0
10mOA1mOC.u660m0aJ.0.0.D.0.f.-.0.L.d	1k	1	0	1	0
10mOA1mOC.u660m1aH.0.0.L.0.f.C.0.D.e	2j	1	1	0	0
10mOC6S6.W1Xpu31.0.0.D.0.Y.-.0.L.V	Fr	1	0	1	0
10mOC6S6.W9Xnu31.0.0.L.0.Y.X.0.D.W	8q	1	1	0	0
10mQC6C6.W9Xnu31.0.0.D.0.P.X.0.L.X	FA	1	0	1	0
10mQC6C6.e9Xmu31.0.0.L.0.P.d.0.D.Y	B8	1	1	0	0
10mSA6C5.18e9XmO1W.0.0.L.0.0.-.0.D.g	2Q	1	1	0	0
10mSA6C5.8e9XmO1W.0.1.D.20.0.5.1.L.f	0m	1	0	1	0
10mSA6C6.8e9XmO31.0.0.D.0.J.6.0.L.d	0s	1	0	1	0
10mSA6C6.8e9XmO3W.0.0.L.0.J.5.0.D.e	1Y	1	1	0	0
10mSC6C6.8e9XmO31.0.0.L.0.D.6.0.D.c	GO	1	1	0	0
10mSC6C6.8e9Xmu21.0.0.D.0.D.j.0.L.b	Du	1	0	1	0
10mUC4C6.8e9Xmu21.0.0.L.0.Q.j.0.D.a	K7	1	1	0	0
10mUC4C6.e9Xmu31.0.0.D.0.Q.d.0.L.Z	64	1	0	1	0
10nMZ1WO.1y1000WO7.0.2.D.10000.N.-.1.L.T	0G	1	1	0	0
10nMZ1WO.1y1000mO7.0.1.L.0.N.-.0.D.U	RI	1	0	1	0
10q631WO.1y1000WO7.2.2.L.0.-.-.0.D.O	0S	1	0	1	0
10q631WO.y1000WO7.2.3.D.0.-.-.0.L.N	0m	1	1	0	0
10qM31WO.1y1000WO7.1.2.D.0.-.-.0.L.P	0T	1	1	0	0
10qM31WO.1y10W0WO7.1.1.L.0.-.-.0.D.Q	0U	1	0	1	0
10rM31WO.1y1000WO7.0.2.D.W0000.-.-.1.L.R	0O	1	1	0	0
10rM31WO.1y1010WO7.0.1.L.0.-.-.0.D.S	Pe	1	0	1	0
10u633q0W.821mOBj0.0.0.D.0.f.C.0.L.h	5X	1	1	0	0
10y6W1OO8._0WLc200.0.0.L.0.e.D.0.D.m	3T	1	1	0	0
10y6W1OO8._0eLc000.0.0.D.0.e.-.0.L.l	QF	1	0	1	0
10y6Y1OO0._0WLc200.0.0.D.0.P.D.0.L.n	Gc	1	0	1	0
110.20G.C.C.L.0.-.-.0.D.4	0K	1	0	1	0
110.G.C.D.D.0.-.-.0.L.3	0D	1	1	0	0
11000002.S0000000.B.B.D.0.-.-.0.L.7	0M	1	1	0	0
11000002.S000G000.B.A.L.0.-.-.0.D.8	0T	1	0	1	0
110W0002.S000G000.A.A.D.0.-.-.0.L.9	0F	1	1	0	0
110W0002.S000G800.A.9.L.0.-.-.0.D.A	0N	1	0	1	0
110W0002.S001G800.A.8.L.W000.-.-.1.D.C	0R	1	0	1	0
110W0mOD.6000GC62.4.6.D.0.-.-.0.L.J	0U	1	0	1	0
110W0mOD.6010GC62.4.5.L.0.-.-.0.D.K	0V	1	1	0	0
110WW002.S000G800.9.9.D.0.-.-.0.L.B	0O	1	1	0	0
110e0002.S001G800.9.8.D.0.-.-.0.L.D	0L	1	1	0	0
110e0002.S001O800.9.7.L.0.-.-.0.D.E	06	1	0	1	0
110e0012.S001O800.8.7.D.0.-.-.0.L.F	0N	1	1	0	0
110e0012.S001u800.8.6.L.0.-.-.0.D.G	0Z	1	0	1	0
11210W.C80004.9.A.D.0.-.-.0.L.9	0Q	1	0	1	0
11210W.CC0004.9.9.L.0.-.-.0.D.A	0N	1	1	0	0
112W0mOD.6000GC62.3.6.D.100000.-.-.1.L.L	0b	1	0	1	0
112W0mOD.6200GC62.3.5.L.0.-.-.0.D.M	0Z	1	1	0	0
11CSC31WW.O023CGGD.0.2.D.W000000.m.-.1.L.T	04	1	0	1	0
11CSC31WW.O023CGGT.0.1.L.0.m.-.0.D.U	9r	1	1	0	0
11W94WG84.47W0001m.4.6.D.0.-.-.0.L.J	0S	1	1	0	0
11W94WG84.47WG001m.4.5.L.0.-.-.0.D.K	00	1	0	1	0
11W94WG85.47WG001m.3.5.D.0.-.-.0.L.L	0B	1	1	0	0
11W94WG85.47WG00Xm.3.4.L.0.-.-.0.D.M	07	1	0	1	0
11W94WGA5.47WG00Xm.2.4.D.0.-.-.0.L.N	0I	1	1	0	0
11W94WGA5.47WG10Xm.2.3.L.0.-.-.0.D.O	0H	1	0	1	0
11W94WmA5.47WG10Xm.1.3.D.0.-.-.0.L.P	0P	1	1	0	0
11W94WmA5.47WI10Xm.1.2.L.0.-.-.0.D.Q	0O	1	0	1	0
11W95WmA5.47WG10Xm.0.3.D.20000.-.-.1.L.R	03	1	1	0	0
11W95WmA5.47WG10Xu.0.2.L.0.-.-.0.D.S	2m	1	0	1	0
11W9XWuG3.47aI101u.0.1.D.40.F.W.1.L.Z	0V	1	1	0	0
11W9XWuG3.47cI101u.0.0.L.0.F.-.0.D.a	1P	1	0	1	0
11W9bWm23.47WG10bu.0.1.D.0.1.-.0.L.V	0P	1	1	0	0
11W9bWm23.47WI10bu.0.0.L.0.1.-.0.D.W	6I	1	0	1	0
11W9bWmA1.47WG10Xu.0.2.D.0.T.-.0.L.T	08	1	1	0	0
11W9bWmA1.47WG10bu.0.1.L.0.T.-.0.D.U	7h	1	0	1	0
11W9bWmG3.47WI10bu.0.0.D.0.A.-.0.L.X	9i	1	1	0	0
11W9bWmG3.47aI105u.0.0.L.0.A.W.0.D.Y	Kw	1	0	1	0
11We0012.1S001u800.7.5.L.0.-.-.0.D.I	0S	1	0	1	0
11We0012.S001u800.7.6.D.0.-.-.0.L.H	0m	1	1	0	0
11Wu0012.1S001u800.6.5.D.0.-.-.0.L.J	0E	1	1	0	0
11Wu0012.1S001uC00.6.4.L.0.-.-.0.D.K	0G	1	0	1	0
11Wu0012.1S001ui00.6.3.L.G00.-.-.1.D.M	0U	1	0	1	0
11Wu0G12.1S001uC00.5.4.D.0.-.-.0.L.L	0H	1	1	0	0
11Xu0012.1S001ui00.5.3.D.0.-.-.0.L.N	0G	1	1	0	0
11Xu0012.1S001uy00.5.2.L.0.-.-.0.D.O	05	1	0	1	0
11Xu001Y.1S001uy00.4.2.D.0.-.-.0.L.P	00	1	1	0	0
11Xu001Y.1S001uy01.4.1.L.0.-.-.0.D.Q	0l	1	0	1	0
11Xu10eX.oO5uy00.2.0.D.0.-.Q.0.L.V	Bu	1	1	0	0
11Xu40XY.1O001uyO1.2.0.L.W0000000.-.k.1.D.W	0Q	1	0	1	0
11Xy40XY.1O001u-81.1.0.L.0.-.D.0.D.Y	02	1	0	1	0
11Xy40XY.1O001uyO1.1.0.D.0.-.k.0.L.X	8e	1	1	0	0
11Xy40Xc.1O001u-81.0.0.D.0.-.D.0.L.Z	0z	1	1	0	0
11Xy40Xc.1O001u_80.0.0.L.0.-.C.0.D.a	23	1	0	1	0
11Y10W.40CC0004.8.8.L.0.-.-.0.D.C	0b	1	1	0	0
11Y10W.CC0004.8.9.D.0.-.-.0.L.B	0i	1	0	1	0
11YW0mOD.6200GC62.2.5.D.0.-.-.0.L.N	0N	1	0	1	0
11YW0mOD.6200mC62.2.4.L.0.-.-.0.D.O	0U	1	1	0	0
11ZW0mOD.6200GC62.1.5.D.W000.-.-.1.L.P	0O	1	0	1	0
11ZW0mOD.6201GC62.1.4.L.0.-.-.0.D.Q	0N	1	1	0	0
11a615bW.1-2G1W02H.1.1.D.0.-.-.0.L.R	0T	1	1	0	0
11aM95XG.1-211WGA1.0.0.D.0.4.G.0.L.Z	0v	1	1	0	0
11aM95XW.1-211WGA1.0.0.L.0.-.G.0.D.Y	4g	1	0	1	0
11aM95XW.1-21XW0A1.0.0.D.0.-.9.0.L.X	NE	1	1	0	0
11fy401O.1G001u_I0.1.0.L.W0.4.A.1.D.g	0J	1	0	1	0
11fy40XO.1O001u_20.0.0.D.0.4.-.0.L.f	ZO	1	1	0	0
11fy40Xa.1O001u_0G.0.0.L.0.X.4.0.D.c	2M	1	0	1	0
11fy40Xa.1O001u_80.0.0.D.0.X.C.0.L.b	7k	1	1	0	0
11fy40Xe.1O001u_00.0.1.D.G.3.4.1.L.d	07	1	1	0	0
11fy40Xe.1O001u_20.0.0.L.0.3.-.0.D.e	4g	1	0	1	0
11fy601O.1G001u_I0.0.0.D.0.-.A.0.L.h	6J	1	1	0	0
11m9XWuG2.47cI101u.0.0.D.0.e.-.0.L.b	3F	1	1	0	0
120XW401.160060020.7.8.D.0.-.-.0.L.D	0I	1	0	1	0
120XW401.160061020.7.7.L.0.-.-.0.D.E	04	1	1	0	0
120XW40H.160061020.6.7.D.0.-.-.0.L.F	0B	1	0	1	0
120XW40H.1600610Y0.6.6.L.0.-.-.0.D.G	0U	1	1	0	0
1210W.880004.A.B.D.0.-.-.0.L.7	0W	1	0	1	0
1210W.C80004.A.A.L.0.-.-.0.D.8	0U	1	1	0	0
1210uS4E.1E02a00A1.1.4.D.0.-.-.0.L.T	0a	1	0	1	0
1210uS4E.1E12a00A1.1.3.L.0.-.-.0.D.U	0Z	1	1	0	0
121HeqQ10.G0M84MV.0.0.L.0.m.-.0.D.U	Cv	1	1	0	0
121HeqQ10.M84MV.0.1.D.W000000.m.-.1.L.T	0e	1	0	1	0
121XW40H.1600610Y0.5.6.D.0.-.-.0.L.H	0R	1	0	1	0
121XW40H.1600E10Y0.5.5.L.0.-.-.0.D.I	0L	1	1	0	0
121Xe40H.1600E10Y0.4.5.D.0.-.-.0.L.J	08	1	0	1	0
121Xe40H.1600E10c0.4.4.L.0.-.-.0.D.K	01	1	1	0	0
121Xe40J.1600E10c0.3.4.D.0.-.-.0.L.L	0F	1	0	1	0
121Xe40J.1600E18c0.3.3.L.0.-.-.0.D.M	0G	1	1	0	0
121XeK0J.1600E10c0.2.4.D.800.-.-.1.L.N	0A	1	0	1	0
121XeK0J.1600E10s0.2.3.L.0.-.-.0.D.O	0F	1	1	0	0
121XeS0J.1600E10o0.1.4.D.40.-.-.1.L.P	0j	1	0	1	0
121XeS0J.1E00E10o0.1.3.L.0.-.-.0.D.Q	02	1	1	0	0
121XeS0N.1E00E10o0.0.3.D.0.-.-.0.L.R	0a	1	0	1	0
121XeS0N.1E10E10o0.0.2.L.0.-.-.0.D.S	1K	1	1	0	0
121YvmO.4cH0C5.1.4.L.0.-.-.0.D.S	0U	1	1	0	0
121YvmO.cH0C5.1.5.D.0.-.-.0.L.R	0W	1	0	1	0
122aGPE10.SWGDW0S3.1.0.L.20000.-.Q.1.D.W	03	1	0	1	0
122aGPE18.S0GDWWS3.0.0.L.0.-.H.0.D.Y	Xy	1	0	1	0
122aGPE18.SWGDW0S3.0.0.D.0.-.Q.0.L.X	WR	1	1	0	0
122aIPE10.TWG9W0S3.0.0.D.0.-.j.0.L.V	XL	1	1	0	0
1231Z1eY.i1CEGa0C.1.0.L.W0000.T.M.1.D.a	0Z	1	1	0	0
1231ZHeY.i1CEG408.0.2.D.W00.G.-.1.L.h	0h	1	0	1	0
1231ZHeY.k1CEG408.0.1.L.0.G.-.0.D.i	1c	1	1	0	0
1231ZHem.k1CEG408.0.1.D.0.4.-.0.L.j	0e	1	0	1	0
1231ZHem.kHCEG408.0.0.L.0.4.-.0.D.k	F6	1	1	0	0
123XZ1eY.y1CE0a0C.0.0.D.0.T.-.0.L.Z	aL	1	0	1	0
12D6B0mO.1C8G1mX1a.0.1.D.0.-.-.0.L.R	0a	1	0	1	0
12D6B0mO.1C9G1mX1a.0.0.L.0.-.-.0.D.S	HP	1	1	0	0
12X0uS4E.1E02a00A1.0.4.D.1000000.-.-.1.L.V	0W	1	0	1	0
12X0uS4E.1E06a00A1.0.3.L.0.-.-.0.D.W	2l	1	1	0	0
12XS80G1J.MZN7200.1.0.L.W0000.h.S.1.D.Y	0M	1	0	1	0
12XS8GG1J.MZN7200.0.0.D.0.-.S.0.L.Z	BB	1	1	0	0
12XSe0G1J.MZ77300.0.0.D.0.h.V.0.L.X	AP	1	1	0	0
12XXeS0M.1E00E10o0.0.3.D.1000000.Z.-.1.L.T	00	1	0	1	0
12XXeS0M.1E00E10o1.0.2.L.0.Z.-.0.D.U	4H	1	1	0	0
12XneS06.1E00E10o1.0.2.D.0.S.-.0.L.V	0a	1	0	1	0
12XneS06.1E10E10o1.0.1.L.0.S.-.0.D.W	1h	1	1	0	0
12Z1YHeW.kGCE0a0C.1.0.L.G0.A.H.1.D.o	0S	1	1	0	0
12Z1YHem.kGCEG408.0.1.D.1000000.Z.-.1.L.l	02	1	0	1	0
12Z1YHem.kGCEG40C.0.0.L.0.Z.-.0.D.m	3_	1	1	0	0
12Z1YHuW.kGCEG40C.0.0.D.0.A.-.0.L.n	Hu	1	0	1	0
12Z1Z1WY.i0CEGq0C.1.0.L.80.-.-.1.D.c	00	1	1	0	0
12Z1Z1WZ.i0CEGq0C.0.0.D.0.-.-.0.L.d	2T	1	0	1	0
12Z1Z1WZ.i0CEGqG8.0.0.L.0.-.A.0.D.e	0w	1	1	0	0
12Z1Z1eY.i0CEGa08.0.2.D.GG0.9.A.2.L.f	0a	1	0	1	0
12Z1Z1eY.i0CEGa0C.0.1.D.1000000.-.M.1.L.b	0G	1	0	1	0
12Z1Z1eY.i1CEGa08.0.1.L.0.9.-.0.D.g	Rq	1	1	0	0
12ZHYHeW.kG8E0aGC.0.0.L.0.-.A.0.D.q	8H	1	1	0	0
12ZHYHeW.kGCE0a0C.0.0.D.0.-.H.0.L.p	PR	1	0	1	0
12ZM31WO.1y00W0mO7.0.1.D.1000000.b.-.1.L.X	0M	1	1	0	0
12ZM31WO.1y00WGmO7.0.0.L.0.b.-.0.D.Y	Mu	1	0	1	0
12j630mO.1C8G1mX1a.0.1.D.1000000.Z.-.1.L.T	0h	1	0	1	0
12j630mO.1E8G1mX1a.0.0.L.0.Z.-.0.D.U	TM	1	1	0	0
131YvmO.4cH0C5.0.4.D.0.-.-.0.L.T	01	1	0	1	0
131YvmO.4cH0C7.0.3.L.0.-.-.0.D.U	F_	1	1	0	0
13Xamum.OI013F.0.3.D.0.a.-.0.L.T	0E	1	0	1	0
13Xamum.OI053F.0.2.L.0.a.-.0.D.U	5H	1	1	0	0
140J9bYG.1b0mOO7.1.1.L.200000.c.-.1.D.W	0d	1	0	1	0
142J9bYG.1X0mOO7.0.2.D.0.c.-.0.L.V	0W	1	1	0	0
14615bW.1y0G1W02H.3.3.D.0.-.-.0.L.N	0b	1	1	0	0
14615bW.1y2G1W02H.3.2.L.0.-.-.0.D.O	0Z	1	0	1	0
14W0.1W00G.B.B.L.0.-.-.0.D.6	0Q	1	0	1	0
14W0.W00G.B.C.D.0.-.-.0.L.5	0O	1	1	0	0
14m1au61.200OO41c.1.4.D.200000.-.-.1.L.R	03	1	0	1	0
14m1au61.200OO41k.1.3.L.0.-.-.0.D.S	0V	1	1	0	0
14o1au61.200OO41k.0.3.D.0.-.-.0.L.T	0T	1	0	1	0
14o1au61.200uO41k.0.2.L.0.-.-.0.D.U	EV	1	1	0	0
1631Z1eY.y0CE0a0C.0.1.D.0.-.-.0.L.X	0a	1	0	1	0
1631Z1eY.y1CE0a0C.0.0.L.0.-.-.0.D.Y	UK	1	1	0	0
180G432G.G7A01010.6.6.L.400000.-.-.1.D.I	0B	1	0	1	0
180G43YG.G7A01010.5.6.D.0.-.-.0.L.J	0Z	1	1	0	0
180G43YG.G7g01010.5.5.L.0.-.-.0.D.K	0T	1	0	1	0
180G43YG.G7g0H010.5.4.L.W0000.-.-.1.D.M	0h	1	0	1	0
180m43YG.G7g01010.4.5.D.0.-.-.0.L.L	0M	1	1	0	0
184.M0.B.B.D.0.-.-.0.L.7	0B	1	1	0	0
184.s0.B.A.L.0.-.-.0.D.8	04	1	0	1	0
18400000.G0050000.B.B.D.0.-.-.0.L.7	0R	1	1	0	0
18400000.G00D0000.B.A.L.0.-.-.0.D.8	0P	1	0	1	0
18420000.G00D0000.A.A.D.0.-.-.0.L.9	0J	1	1	0	0
18420000.G00D2000.A.9.L.0.-.-.0.D.A	0S	1	0	1	0
18422.4V00000.9.8.L.0.-.-.0.D.C	0M	1	0	1	0
18422.V00000.9.9.D.0.-.-.0.L.B	0c	1	1	0	0
184G432G.G7201010.5.7.D.W00000.-.-.1.L.H	0X	1	1	0	0
184I0000.G00D2000.9.9.D.0.-.-.0.L.B	0N	1	1	0	0
184I0000.G00DY000.9.8.L.0.-.-.0.D.C	0L	1	0	1	0
184I8000.G00DY000.8.8.D.0.-.-.0.L.D	07	1	1	0	0
184I8000.G00DY020.8.7.L.0.-.-.0.D.E	0E	1	0	1	0
184I8400.G00DY020.7.7.D.0.-.-.0.L.F	00	1	1	0	0
184I8400.G00DY021.7.6.L.0.-.-.0.D.G	01	1	0	1	0
184I8402.G00DY021.6.6.D.0.-.-.0.L.H	0Z	1	1	0	0
184I8402.G0WDY021.6.5.L.0.-.-.0.D.I	0K	1	0	1	0
184I8402.G0WDY221.6.4.L.4000.-.-.1.D.K	09	1	0	1	0
184I8480.G0WDY225.6.3.L.2.-.-.1.D.M	0K	1	0	1	0
184I8482.G0WDY221.5.4.D.0.-.-.0.L.L	02	1	1	0	0
184IC402.G0WDY021.5.5.D.0.-.-.0.L.J	0D	1	1	0	0
184IC480.G0WDY225.5.3.D.0.-.-.0.L.N	04	1	1	0	0
184IC480.G0WDY22L.5.2.L.0.-.-.0.D.O	03	1	0	1	0
184IC488.G0WDY22L.4.2.D.0.-.-.0.L.P	0I	1	1	0	0
184IC488.G0WDZ22L.4.1.L.0.-.-.0.D.Q	0B	1	0	1	0
184IC4e8.G0WDY22L.3.2.D.1000.-.-.1.L.R	01	1	1	0	0
184IC4e8.G0WDY22N.3.1.L.0.-.-.0.D.S	0I	1	0	1	0
184ID4e8.G0WDW22N.2.2.D.2000.-.-.1.L.T	0A	1	1	0	0
184ID4e8.G0WDW2IN.2.1.L.0.-.-.0.D.U	0H	1	0	1	0
184IDae8.G0WDW22N.1.2.D.G0.-.-.1.L.V	05	1	1	0	0
184IDae8.G0WDW22t.1.1.L.0.-.-.0.D.W	0A	1	0	1	0
184IDam8.G0WCW33t.1.0.L.2000.J.C.1.D.a	0Y	1	0	1	0
184IDau8.G0WDW22t.0.1.D.0.-.-.0.L.X	06	1	1	0	0
184IDau8.G0WDW23t.0.0.L.0.-.-.0.D.Y	7z	1	0	1	0
184IFam8.G0WDW23t.0.0.D.0.J.-.0.L.Z	JL	1	1	0	0
18K.10s0.A.9.L.0.-.-.0.D.A	01	1	0	1	0
18K.s0.A.A.D.0.-.-.0.L.9	0I	1	1	0	0
18KGDaG8.1G0W5W33p.2.0.L.22000.P.Q.2.D.g	0F	1	0	1	0
18KGDam8.G0W5W33t.1.0.L.20000.-.-.1.D.c	0J	1	0	1	0
18KGDiG0.1G0W4W33t.2.0.L.8.-.2.1.D.i	0B	1	0	1	0
18KGDiG8.1G0W5W33p.1.0.D.0.-.Q.0.L.h	JB	1	1	0	0
18KGDim0.1G0W4W33t.1.0.D.0.-.2.0.L.j	5Q	1	1	0	0
18KGFam8.1G0W1W33t.0.0.L.0.-.m.0.D.e	9b	1	0	1	0
18KGFam8.G0W5W33t.0.0.D.0.-.-.0.L.d	LR	1	1	0	0
18KIDam8.G0W4W33t.0.1.D.80000.-.C.1.L.b	0O	1	1	0	0
18KIFaG8.1G0W1W33t.0.0.D.0.P.m.0.L.f	2j	1	1	0	0
18M.10s0.9.9.D.0.-.-.0.L.B	0F	1	1	0	0
18M.18s0.9.8.L.0.-.-.0.D.C	0D	1	0	1	0
18WG.26W00.A.A.D.0.-.-.0.L.9	0W	1	1	0	0
18WG.426W00.A.9.L.0.-.-.0.D.A	0M	1	0	1	0
1AZGY12X.eG8E1eGE.1.0.L.G00.0.F.1.D.w	0K	1	1	0	0
1AZGYH2X.eG8E1aGE.0.0.D.0.0.1.0.L.v	Bk	1	0	1	0
1AZGc12X.WG8E1iGE.0.0.L.0.-.E.0.D.y	4x	1	1	0	0
1AZGc12X.eG8E1eGE.0.0.D.0.-.F.0.L.x	ZS	1	0	1	0
1AZGk121.WG8E1eGE.0.1.D.400.L.E.1.L.z	0O	1	0	1	0
1AZGk121.WG8F1eGE.0.0.L.0.L.-.0.D.-	AB	1	1	0	0
1AZHYH2W.eG8E1aGE.0.0.L.0.7.1.0.D.u	J9	1	1	0	0
1AZHYH2W.iG8E1aGC.0.0.D.0.7.I.0.L.t	YU	1	0	1	0
1AZHYHWW.iG8E1aGC.0.0.L.0.d.I.0.D.s	9J	1	1	0	0
1AZHYHWW.kG8E0aGC.0.0.D.0.d.A.0.L.r	X-	1	0	1	0
1C0J9bYG.1X0mOO7.0.2.D.400000.-.-.1.L.X	03	1	1	0	0
1C0J9bYG.1X0mOOF.0.1.L.0.-.-.0.D.Y	AU	1	0	1	0
1C8J9a2G.1X0mPOF.1.0.L.W0.X.-.1.D.a	0D	1	0	1	0
1C8J9aY0.1W0mPHl.1.0.L.G.B.5.1.D.e	0W	1	0	1	0
1C8J9aYG.1W0mPPF.0.0.D.0.B.6.0.L.d	7l	1	1	0	0
1C8J9aYG.1X0mOOF.0.1.D.0.X.-.0.L.Z	0C	1	1	0	0
1C8J9c2G.1W0mPPF.0.0.L.0.-.6.0.D.c	Av	1	0	1	0
1C8J9c2G.1X0mPOF.0.0.D.0.-.-.0.L.b	Nr	1	1	0	0
1CCC31Wm.OW2380GD.1.3.D.0.-.-.0.L.P	0K	1	0	1	0
1CCC31Wm.OW23C0GD.1.2.L.0.-.-.0.D.Q	0Y	1	1	0	0
1CCJ9aY0.1W0mPHl.0.0.D.0.-.5.0.L.f	8V	1	1	0	0
1CSC31Wm.OW23C0GD.0.2.D.0.-.-.0.L.R	0G	1	0	1	0
1CSC31Wm.OW23CGGD.0.1.L.0.-.-.0.D.S	4b	1	1	0	0
1G1WG021H.c0004U0.5.6.D.0.-.-.0.L.H	0Y	1	1	0	0
1G1WG021H.cG004U0.5.5.L.0.-.-.0.D.I	01	1	0	1	0
1G1WG021J.cG004U0.4.5.D.0.-.-.0.L.J	0F	1	1	0	0
1G1WG021J.cG00CU0.4.4.L.0.-.-.0.D.K	0Q	1	0	1	0
1G1WK021J.2cG00CU0.3.3.L.0.-.-.0.D.M	0J	1	0	1	0
1G1WK021J.cG00CU0.3.4.D.0.-.-.0.L.L	0h	1	1	0	0
1G1WK221J.2cG00CU0.2.3.D.0.-.-.0.L.N	0g	1	1	0	0
1G1WK221J.3cG00CU0.2.2.L.0.-.-.0.D.O	0X	1	0	1	0
1G1WK221J.3cK00CU0.2.1.L.800000.-.-.1.D.Q	0T	1	0	1	0
1G1Wq221J.3cK00CU0.1.1.D.0.-.-.0.L.R	0e	1	1	0	0
1G1Wq221J.3sK00CU0.1.0.L.0.-.-.0.D.S	0d	1	0	1	0
1G1eK221J.3cG00CU0.1.2.D.0.-.-.0.L.P	0W	1	1	0	0
1G200.80000.B.D.D.W000.-.-.1.L.5	0Z	1	0	1	0
1G200.W80000.B.C.L.0.-.-.0.D.6	0j	1	1	0	0
1G663Cc4.mE1uu01G.0.0.D.0.e.U.0.L.d	4b	1	1	0	0
1G800aoO.1m60000C7.4.4.D.0.-.-.0.L.L	0U	1	1	0	0
1G800aoO.1m61000C7.4.3.L.0.-.-.0.D.M	0Z	1	0	1	0
1G9W-220I.3sO00CU0.0.0.D.0.R.-.0.L.X	6e	1	1	0	0
1G9W-220I.3sS00CS0.0.0.L.0.R.W.0.D.Y	KB	1	0	1	0
1G9W_200G.7sQ00C90.1.0.L.400000.W.V.1.D.g	0N	1	0	1	0
1G9W_220G.7sO00CO0.0.1.D.400000.P.-.1.L.d	06	1	1	0	0
1G9W_220G.7sO00CP0.0.0.L.0.P.-.0.D.e	BE	1	0	1	0
1G9W_Y00G.7sQ00C90.0.0.D.0.-.V.0.L.h	5t	1	1	0	0
1G9Wq221J.3qS00CU0.0.0.L.0.-.X.0.D.U	1A	1	0	1	0
1G9Wq221J.3sK00CU0.0.0.D.0.-.-.0.L.T	Td	1	1	0	0
1G9Ws221I.3qO00CU0.0.1.D.400000.P.X.1.L.V	0b	1	1	0	0
1G9Ws221I.3sO00CU0.0.0.L.0.P.-.0.D.W	5o	1	0	1	0
1G9Wy2Y0I.3sS00CS0.0.0.D.0.H.W.0.L.Z	7I	1	1	0	0
1G9Wy2Y0I.3sS20CO0.0.0.L.0.H.P.0.D.a	1w	1	0	1	0
1G9Wz2Y0G.3sS00CO0.0.1.D.20000.O.P.1.L.b	0i	1	1	0	0
1G9Wz2Y0G.7sS00CO0.0.0.L.0.O.-.0.D.c	EB	1	0	1	0
1G9a_200G.7sO00CP0.0.0.D.0.W.-.0.L.f	8w	1	1	0	0
1Ge00aoO.1m61000C7.3.3.D.0.-.-.0.L.N	0T	1	1	0	0
1Ge00aoO.1m61W00C7.3.2.L.0.-.-.0.D.O	0S	1	0	1	0
1GeG0aoO.1m61W00C7.2.2.D.0.-.-.0.L.P	0L	1	1	0	0
1GeG0aoO.1m61W80C7.2.1.L.0.-.-.0.D.Q	05	1	0	1	0
1GeG0aou.1m61W80C7.1.1.D.0.-.-.0.L.R	0M	1	1	0	0
1GeG0aou.1m61WO0C7.1.0.L.0.-.-.0.D.S	06	1	0	1	0
1GeG0apu.1m61WO0C7.0.0.D.0.-.-.0.L.T	1O	1	1	0	0
1I00PAjW.E0--0004.1.0.L.1000000.g.T.1.D.i	00	1	0	1	0
1I00PAjX.E0--0004.0.0.D.0.-.T.0.L.j	2n	1	1	0	0
1IC6C3.32ODm020.3.3.D.0.-.-.0.L.N	0i	1	1	0	0
1IC6C3.72ODm020.3.2.L.0.-.-.0.D.O	0j	1	0	1	0
1J00PAjW.E0-U4004.0.0.D.0.g.X.0.L.h	GY	1	1	0	0
1O422.4V00000.8.8.D.0.-.-.0.L.D	0Z	1	1	0	0
1O422.4_00000.8.7.L.0.-.-.0.D.E	0g	1	0	1	0
1O4G8C7Y1.7G5Zm08G.0.1.D.W000000.m.e.1.L.d	0a	1	0	1	0
1O4G8C7Y1.7H5Zm08G.0.0.L.0.m.-.0.D.e	6n	1	1	0	0
1OaG8C7W1.7H5Zm088.0.0.L.0.f.3.0.D.g	0r	1	1	0	0
1OaG8C7W1.7H5Zm08G.0.0.D.0.f.-.0.L.f	3u	1	0	1	0
1W421GmEJ.S00G8CHi.0.2.D.0.-.-.0.L.R	0d	1	0	1	0
1W421GmEJ.S80G8CHi.0.1.L.0.-.-.0.D.S	IF	1	1	0	0
1WG0010.6000020.A.B.D.0.-.-.0.L.7	08	1	1	0	0
1WG0010.6000060.A.A.L.0.-.-.0.D.8	0D	1	0	1	0
1WG0210.6000060.9.A.D.0.-.-.0.L.9	0f	1	1	0	0
1WG0210.c000060.9.9.L.0.-.-.0.D.A	04	1	0	1	0
1WG021G.c000060.8.9.D.0.-.-.0.L.B	09	1	1	0	0
1WG021G.c0000E0.8.8.L.0.-.-.0.D.C	0k	1	0	1	0
1WG800.K0020.A.B.D.0.-.-.0.L.7	0E	1	0	1	0
1WG800.K0420.A.A.L.0.-.-.0.D.8	0G	1	1	0	0
1WGO00.K0420.9.A.D.0.-.-.0.L.9	0L	1	0	1	0
1WGO00.K8420.9.9.L.0.-.-.0.D.A	0N	1	1	0	0
